ds,s,d
2021-07-28 17:34:00 UTC,166,4
2021-07-28 17:35:00 UTC,266,6.666666666666667
2021-07-28 17:36:00 UTC,160,6.333333333333333
2021-07-28 17:37:00 UTC,197,6.5
2021-07-28 17:38:00 UTC,215.75,8.75
2021-07-28 17:39:00 UTC,150.33333333333334,7.666666666666667
2021-07-28 17:40:00 UTC,319,9
2021-07-28 17:41:00 UTC,215.625,13.875
2021-07-28 17:42:00 UTC,210.4,10.4
2021-07-28 17:43:00 UTC,205.57142857142858,12.571428571428571
2021-07-28 17:44:00 UTC,182.75,15
2021-07-28 17:45:00 UTC,142.5,14.5
2021-07-28 17:46:00 UTC,178.66666666666666,12
2021-07-28 17:47:00 UTC,240,12.333333333333334
2021-07-28 17:48:00 UTC,201,12
2021-07-28 17:49:00 UTC,190.75,12.25
2021-07-28 17:50:00 UTC,172.83333333333334,11.666666666666666
2021-07-28 17:51:00 UTC,208.28571428571431,15
2021-07-28 17:52:00 UTC,269,15
2021-07-28 17:53:00 UTC,259.25,14.75
2021-07-28 17:54:00 UTC,259.83333333333337,17.166666666666664
2021-07-28 17:55:00 UTC,244.5,16.666666666666668
2021-07-28 17:56:00 UTC,242.75,13.75
2021-07-28 17:57:00 UTC,292.8,19.4
2021-07-28 17:58:00 UTC,153,12
2021-07-28 17:59:00 UTC,215,11.285714285714286
2021-07-28 18:00:00 UTC,248.5,10.5
2021-07-28 18:01:00 UTC,242.22222222222223,10.666666666666666
2021-07-28 18:02:00 UTC,216.4,9.8
2021-07-28 18:03:00 UTC,246.5,8.75
2021-07-28 18:04:00 UTC,194.5,7.75
2021-07-28 18:05:00 UTC,235.5,9
2021-07-28 18:07:00 UTC,195,9.3333333333333339
2021-07-28 18:08:00 UTC,212,9
2021-07-28 18:09:00 UTC,207.75,14.25
2021-07-28 18:10:00 UTC,280,13
2021-07-28 18:11:00 UTC,161,12.8
2021-07-28 18:12:00 UTC,225.16666666666666,12.5
2021-07-28 18:13:00 UTC,185.4,11.2
2021-07-28 18:14:00 UTC,185.8,9.6
2021-07-28 18:15:00 UTC,134,10
2021-07-28 18:16:00 UTC,196.5,8
2021-07-28 18:17:00 UTC,137,6
2021-07-28 18:18:00 UTC,140.11111111111111,5.666666666666667
2021-07-28 18:19:00 UTC,142.83333333333331,5.833333333333333
2021-07-28 18:20:00 UTC,214.66666666666666,9
2021-07-28 18:21:00 UTC,253,7.666666666666667
2021-07-28 18:22:00 UTC,178.66666666666669,9.5
2021-07-28 18:23:00 UTC,230.4,12
2021-07-28 18:24:00 UTC,118,6
2021-07-28 18:25:00 UTC,235.85714285714283,7.5714285714285712
2021-07-28 18:26:00 UTC,247.4,9
2021-07-28 18:27:00 UTC,220.83333333333334,11.5
2021-07-28 18:28:00 UTC,268,11
2021-07-28 18:29:00 UTC,200,14.5
2021-07-28 18:30:00 UTC,202.66666666666666,13.833333333333334
2021-07-28 18:31:00 UTC,181.4,12.6
2021-07-28 18:32:00 UTC,222.66666666666663,14.555555555555555
2021-07-28 18:33:00 UTC,241.25,10.75
2021-07-28 18:34:00 UTC,219.375,11.875
2021-07-28 18:35:00 UTC,168.8,16.2
2021-07-28 18:36:00 UTC,142.5,14
2021-07-28 18:37:00 UTC,216,12
2021-07-28 18:38:00 UTC,184.66666666666669,10.666666666666666
2021-07-28 18:39:00 UTC,210.28571428571428,10.142857142857144
2021-07-28 18:40:00 UTC,168.71428571428572,12.714285714285715
2021-07-28 18:41:00 UTC,182.28571428571428,14.571428571428571
2021-07-28 18:42:00 UTC,161.8,14.2
2021-07-28 18:43:00 UTC,150.66666666666666,9.6666666666666661
2021-07-28 18:44:00 UTC,197.8,10.8
2021-07-28 18:45:00 UTC,180.8,6.4
2021-07-28 18:46:00 UTC,163.33333333333331,6.666666666666667
2021-07-28 18:47:00 UTC,185,6.5
2021-07-28 18:48:00 UTC,228.5,7.75
2021-07-28 18:49:00 UTC,180.25,9.25
2021-07-28 18:50:00 UTC,188,6.75
2021-07-28 18:51:00 UTC,170.25,11.25
2021-07-28 18:52:00 UTC,190,11.799999999999999
2021-07-28 18:53:00 UTC,157,10.666666666666666
2021-07-28 18:54:00 UTC,122,13
2021-07-28 18:55:00 UTC,164.25,15.124999999999998
2021-07-28 18:56:00 UTC,167.66666666666666,13.166666666666666
2021-07-28 18:57:00 UTC,141,12.75
2021-07-28 18:58:00 UTC,143.875,12.499999999999998
2021-07-28 18:59:00 UTC,153.99999999999997,14
2021-07-28 19:00:00 UTC,204.15384615384613,17.230769230769234
2021-07-28 19:01:00 UTC,183.25,20
2021-07-28 19:02:00 UTC,188.44444444444443,17.888888888888889
2021-07-28 19:03:00 UTC,219,16.666666666666668
2021-07-28 19:04:00 UTC,226.66666666666666,17.333333333333332
2021-07-28 19:05:00 UTC,112,16
2021-07-28 19:06:00 UTC,212.16666666666666,13.166666666666668
2021-07-28 19:07:00 UTC,148.66666666666666,14.666666666666666
2021-07-28 19:08:00 UTC,188.42857142857142,14.571428571428571
2021-07-28 19:09:00 UTC,219,11.666666666666666
2021-07-28 19:10:00 UTC,210.6,9.8
2021-07-28 19:11:00 UTC,145.33333333333331,10.333333333333334
2021-07-28 19:12:00 UTC,169.70000000000002,16.400000000000002
2021-07-28 19:13:00 UTC,129,18
2021-07-28 19:14:00 UTC,184.4,16.300000000000004
2021-07-28 19:15:00 UTC,179.6,19.2
2021-07-28 19:16:00 UTC,169.69230769230771,24.307692307692307
2021-07-28 19:17:00 UTC,210.66666666666666,21
2021-07-28 19:18:00 UTC,223.71428571428572,23
2021-07-28 19:19:00 UTC,204.93333333333331,24.799999999999997
2021-07-28 19:20:00 UTC,157.09090909090907,19.727272727272727
2021-07-28 19:21:00 UTC,125.4,25.4
2021-07-28 19:22:00 UTC,143.23076923076923,22.53846153846154
2021-07-28 19:23:00 UTC,176.66666666666669,19.666666666666668
2021-07-28 19:24:00 UTC,134.8125,10.9375
2021-07-28 19:25:00 UTC,148.875,14.5
2021-07-28 19:26:00 UTC,110,14
2021-07-28 19:27:00 UTC,137.16666666666666,12.5
2021-07-28 19:28:00 UTC,130.75000000000003,9.25
2021-07-28 19:29:00 UTC,179.83333333333334,17.5
2021-07-28 19:30:00 UTC,159.28571428571428,20.499999999999996
2021-07-28 19:31:00 UTC,141.33333333333334,19
2021-07-28 19:32:00 UTC,157.75,16.875
2021-07-28 19:33:00 UTC,208.66666666666666,17.666666666666668
2021-07-28 19:34:00 UTC,81,10.666666666666668
2021-07-28 19:35:00 UTC,162.6,8
2021-07-28 19:36:00 UTC,115.42857142857142,6.8571428571428568
2021-07-28 19:37:00 UTC,119.42857142857143,9.1428571428571423
2021-07-28 19:38:00 UTC,134.63636363636365,14.818181818181818
2021-07-28 19:39:00 UTC,72,16
2021-07-28 19:40:00 UTC,120.77777777777777,14.111111111111109
2021-07-28 19:41:00 UTC,137.83333333333334,13.333333333333332
2021-07-28 19:42:00 UTC,122.375,10.625
2021-07-28 19:43:00 UTC,108.30000000000001,11.8
2021-07-28 19:44:00 UTC,86,11.875
2021-07-28 19:45:00 UTC,178.5,12.75
2021-07-28 19:46:00 UTC,87.428571428571431,12.571428571428571
2021-07-28 19:47:00 UTC,67.333333333333329,13.333333333333334
2021-07-28 19:48:00 UTC,157,16
2021-07-28 19:49:00 UTC,141,17
2021-07-28 19:50:00 UTC,167.5,15.5
2021-07-28 19:51:00 UTC,140.00000000000003,21.571428571428573
2021-07-28 19:52:00 UTC,124.63636363636364,19.636363636363633
2021-07-28 19:53:00 UTC,124.875,28.75
2021-07-28 19:54:00 UTC,143.55555555555557,26.777777777777779
2021-07-28 19:55:00 UTC,100.83333333333334,20
2021-07-28 19:56:00 UTC,127.20000000000002,18.299999999999997
2021-07-28 19:57:00 UTC,69,15
2021-07-28 19:58:00 UTC,159.5,18
2021-07-28 19:59:00 UTC,143.66666666666666,15
2021-07-28 20:00:00 UTC,147.33333333333334,19.166666666666668
2021-07-28 20:01:00 UTC,153,23.4
2021-07-28 20:02:00 UTC,162.8,23.6
2021-07-28 20:03:00 UTC,121.37499999999999,20.125
2021-07-28 20:04:00 UTC,173.125,22.875
2021-07-28 20:05:00 UTC,138.75,20.5
2021-07-28 20:06:00 UTC,133,23.5
2021-07-28 20:07:00 UTC,144,18
2021-07-28 20:08:00 UTC,172.74999999999997,17
2021-07-28 20:09:00 UTC,89.6,13.8
2021-07-28 20:10:00 UTC,101,22
2021-07-28 20:11:00 UTC,128.5,16
2021-07-28 20:12:00 UTC,83.333333333333329,17.666666666666668
2021-07-28 20:13:00 UTC,152,17.75
2021-07-28 20:14:00 UTC,99,16
2021-07-28 20:15:00 UTC,113,21
2021-07-28 20:16:00 UTC,128,20.25
2021-07-28 20:17:00 UTC,101.2,21
2021-07-28 20:18:00 UTC,146.66666666666666,17.833333333333336
2021-07-28 20:19:00 UTC,119.5,21.5
2021-07-28 20:20:00 UTC,139.8,22.5
2021-07-28 20:21:00 UTC,159.75,18.25
2021-07-28 20:22:00 UTC,172,16.666666666666668
2021-07-28 20:23:00 UTC,154.42857142857142,23.714285714285715
2021-07-28 20:24:00 UTC,128.6,21.4
2021-07-28 20:25:00 UTC,145.375,29.250000000000004
2021-07-28 20:26:00 UTC,118.57142857142857,23.285714285714285
2021-07-28 20:27:00 UTC,108.8,16.6
2021-07-28 20:28:00 UTC,172.33333333333334,24.333333333333332
2021-07-28 20:29:00 UTC,81,25.166666666666668
2021-07-28 20:30:00 UTC,139,21.5
2021-07-28 20:31:00 UTC,119.45454545454545,18.363636363636363
2021-07-28 20:32:00 UTC,118.83333333333333,15.666666666666664
2021-07-28 20:33:00 UTC,147,17.75
2021-07-28 20:34:00 UTC,113.8,19.2
2021-07-28 20:35:00 UTC,126.5,22
2021-07-28 20:36:00 UTC,94.333333333333343,21.166666666666668
2021-07-28 20:37:00 UTC,105.66666666666667,17.666666666666668
2021-07-28 20:38:00 UTC,108.5,13
2021-07-28 20:39:00 UTC,109.5,13.5
2021-07-28 20:40:00 UTC,120.2,13.8
2021-07-28 20:41:00 UTC,163,13.333333333333334
2021-07-28 20:42:00 UTC,139.66666666666666,20.666666666666668
2021-07-28 20:43:00 UTC,165.66666666666669,19.666666666666668
2021-07-28 20:44:00 UTC,157,17.5
2021-07-28 20:45:00 UTC,138.66666666666666,16.666666666666668
2021-07-28 20:46:00 UTC,68.5,22.5
2021-07-28 20:47:00 UTC,164.33333333333334,21.333333333333332
2021-07-28 20:48:00 UTC,133.33333333333331,14.833333333333334
2021-07-28 20:49:00 UTC,113,21
2021-07-28 20:51:00 UTC,112.25,18.75
2021-07-28 20:52:00 UTC,62.333333333333336,20.333333333333332
2021-07-28 20:54:00 UTC,144.2,17.4
2021-07-28 20:55:00 UTC,112.75,18.25
2021-07-28 20:56:00 UTC,138.25,18.5
2021-07-28 20:57:00 UTC,159,18
2021-07-28 20:58:00 UTC,155.25,17.5
2021-07-28 20:59:00 UTC,100,13.666666666666666
2021-07-28 21:00:00 UTC,121.83333333333333,17.5
2021-07-28 21:01:00 UTC,102.42857142857143,21
2021-07-28 21:02:00 UTC,100.83333333333333,17.166666666666668
2021-07-28 21:03:00 UTC,94.999999999999986,15.571428571428571
2021-07-28 21:04:00 UTC,86.75,11.5
2021-07-28 21:05:00 UTC,100.33333333333333,16.333333333333332
2021-07-28 21:07:00 UTC,119,12.666666666666666
2021-07-28 21:08:00 UTC,118,7
2021-07-28 21:09:00 UTC,131.33333333333334,12.111111111111111
2021-07-28 21:10:00 UTC,113.5,17
2021-07-28 21:11:00 UTC,161,16
2021-07-28 21:12:00 UTC,88.5,17.5
2021-07-28 21:13:00 UTC,120.5,16.5
2021-07-28 21:14:00 UTC,126.5,15.166666666666666
2021-07-28 21:15:00 UTC,157.6,15.2
2021-07-28 21:16:00 UTC,154.5,12.5
2021-07-28 21:17:00 UTC,146.66666666666666,10.666666666666666
2021-07-28 21:18:00 UTC,154.8,12.2
2021-07-28 21:19:00 UTC,149.6,15.2
2021-07-28 21:20:00 UTC,136,16.2
2021-07-28 21:21:00 UTC,131.5,14
2021-07-28 21:22:00 UTC,132.66666666666666,11.666666666666666
2021-07-28 21:23:00 UTC,155,11.666666666666666
2021-07-28 21:25:00 UTC,162.33333333333334,12.666666666666666
2021-07-28 21:26:00 UTC,93,13.5
2021-07-28 21:27:00 UTC,134.75,13.5
2021-07-28 21:28:00 UTC,96,10
2021-07-28 21:29:00 UTC,124.6,11.6
2021-07-28 21:31:00 UTC,71.5,10.5
2021-07-28 21:32:00 UTC,111.75,6.5
2021-07-28 21:33:00 UTC,138.8,9.2
2021-07-28 21:34:00 UTC,110.66666666666667,8.3333333333333339
2021-07-28 21:35:00 UTC,154.66666666666666,9.6666666666666661
2021-07-28 21:36:00 UTC,124.85714285714288,13.285714285714285
2021-07-28 21:37:00 UTC,155.16666666666669,14.666666666666668
2021-07-28 21:38:00 UTC,136.2,10.2
2021-07-28 21:39:00 UTC,129,12.666666666666666
2021-07-28 21:40:00 UTC,136.6,13.6
2021-07-28 21:41:00 UTC,100.66666666666667,15
2021-07-28 21:42:00 UTC,144.33333333333334,13
2021-07-28 21:43:00 UTC,62.666666666666664,15.666666666666666
2021-07-28 21:44:00 UTC,108.5,13.5
2021-07-28 21:45:00 UTC,105.5,18
2021-07-28 21:46:00 UTC,136,13
2021-07-28 21:47:00 UTC,132.5,16
2021-07-28 21:48:00 UTC,134.5,17
2021-07-28 21:49:00 UTC,58.5,12
2021-07-28 21:50:00 UTC,60,8.3333333333333339
2021-07-28 21:51:00 UTC,101,8
2021-07-28 21:52:00 UTC,57.5,8
2021-07-28 21:53:00 UTC,133.33333333333334,6
2021-07-28 21:54:00 UTC,126,10
2021-07-28 21:55:00 UTC,132.5,11.5
2021-07-28 21:56:00 UTC,113,9.75
2021-07-28 21:58:00 UTC,70,8
2021-07-28 21:59:00 UTC,125.2,10.6
2021-07-28 22:00:00 UTC,101.25,10.5
2021-07-28 22:02:00 UTC,130,10
2021-07-28 22:03:00 UTC,126,7
2021-07-28 22:04:00 UTC,130,9.6666666666666661
2021-07-28 22:05:00 UTC,105.5,11
2021-07-28 22:06:00 UTC,126,12.5
2021-07-28 22:07:00 UTC,61,7
2021-07-28 22:09:00 UTC,126,13
2021-07-28 22:10:00 UTC,107.16666666666667,10.333333333333332
2021-07-28 22:11:00 UTC,81.5,14.5
2021-07-28 22:12:00 UTC,121.5,10
2021-07-28 22:13:00 UTC,57,8
2021-07-28 22:14:00 UTC,121,10.666666666666666
2021-07-28 22:16:00 UTC,115,7.333333333333333
2021-07-28 22:17:00 UTC,66,8.5
2021-07-28 22:18:00 UTC,65,10
2021-07-28 22:19:00 UTC,108,8
2021-07-28 22:20:00 UTC,97.333333333333329,8.3333333333333339
2021-07-28 22:21:00 UTC,66,7
2021-07-28 22:22:00 UTC,66,9.5
2021-07-28 22:23:00 UTC,114.33333333333333,8.6666666666666661
2021-07-28 22:24:00 UTC,60,5
2021-07-28 22:26:00 UTC,82.333333333333329,4
2021-07-28 22:27:00 UTC,103,4
2021-07-28 22:28:00 UTC,57,6
2021-07-28 22:29:00 UTC,78.5,4
2021-07-28 22:30:00 UTC,86.333333333333329,6
2021-07-28 22:31:00 UTC,59.666666666666664,5
2021-07-28 22:32:00 UTC,58,5
2021-07-28 22:35:00 UTC,105,7.5
2021-07-28 22:37:00 UTC,94,5
2021-07-28 22:38:00 UTC,81.666666666666671,6.666666666666667
2021-07-28 22:39:00 UTC,72.666666666666671,7.666666666666667
2021-07-28 22:41:00 UTC,62,6
2021-07-28 22:42:00 UTC,92,4.5
2021-07-28 22:44:00 UTC,83.5,5.75
2021-07-28 22:45:00 UTC,83.333333333333329,8
2021-07-28 22:46:00 UTC,99,7.5
2021-07-28 22:51:00 UTC,69,3.5
2021-07-28 22:52:00 UTC,63,4
2021-07-28 22:53:00 UTC,43,4
2021-07-28 22:54:00 UTC,82,7
2021-07-28 22:55:00 UTC,36.5,9.25
2021-07-28 22:56:00 UTC,41.5,4.5
2021-07-28 22:57:00 UTC,67,3
2021-07-28 22:58:00 UTC,39,7
2021-07-28 22:59:00 UTC,59,6
2021-07-28 23:02:00 UTC,44.5,2.5
2021-07-28 23:03:00 UTC,31,3
2021-07-28 23:05:00 UTC,29,0
2021-07-28 23:06:00 UTC,57,0
2021-07-28 23:08:00 UTC,49.25,1
2021-07-28 23:09:00 UTC,39.666666666666664,2.3333333333333335
2021-07-28 23:10:00 UTC,33.5,6
2021-07-28 23:13:00 UTC,28,2
2021-07-28 23:17:00 UTC,41.333333333333329,3
2021-07-28 23:18:00 UTC,30,1
2021-07-28 23:19:00 UTC,57,2
2021-07-28 23:20:00 UTC,44,1.3333333333333333
2021-07-28 23:21:00 UTC,40.5,3
2021-07-28 23:23:00 UTC,47,5
2021-07-28 23:24:00 UTC,46,4
2021-07-28 23:25:00 UTC,31,4.5
2021-07-28 23:26:00 UTC,26,4
2021-07-28 23:28:00 UTC,18,1
2021-07-28 23:29:00 UTC,35.5,0
2021-07-28 23:32:00 UTC,16,1
2021-07-28 23:38:00 UTC,37,1
2021-07-28 23:39:00 UTC,38,2
2021-07-28 23:43:00 UTC,32,2
2021-07-28 23:45:00 UTC,33,1.8
2021-07-28 23:46:00 UTC,19.5,2.8333333333333335
2021-07-28 23:47:00 UTC,17,2
2021-07-28 23:48:00 UTC,25,3
2021-07-28 23:49:00 UTC,15.666666666666666,2.3333333333333335
2021-07-28 23:50:00 UTC,18.5,2
2021-07-28 23:51:00 UTC,14,2
2021-07-28 23:52:00 UTC,14,1
2021-07-28 23:54:00 UTC,22,1
2021-07-28 23:55:00 UTC,21,1
2021-07-28 23:58:00 UTC,9,3
2021-07-29 00:00:00 UTC,15,2
2021-07-29 00:01:00 UTC,17,2
2021-07-29 00:02:00 UTC,14.5,1.5
2021-07-29 00:03:00 UTC,16,3
2021-07-29 00:04:00 UTC,15,2
2021-07-29 00:06:00 UTC,15,2
2021-07-29 00:07:00 UTC,15,3
2021-07-29 00:08:00 UTC,14.5,3.5
2021-07-29 00:10:00 UTC,14,2
2021-07-29 00:12:00 UTC,13.5,1
2021-07-29 00:14:00 UTC,14.5,4.5
2021-07-29 00:16:00 UTC,13,2
2021-07-29 00:18:00 UTC,13,1
2021-07-29 00:20:00 UTC,11,1
2021-07-29 00:21:00 UTC,12,1
2021-07-29 01:00:00 UTC,9,3
2021-07-29 01:06:00 UTC,1,4
2021-07-29 01:10:00 UTC,1,2
2021-07-29 01:30:00 UTC,5,4
2021-07-29 01:31:00 UTC,5,3
2021-07-29 01:33:00 UTC,5,3
2021-07-29 01:46:00 UTC,1,2
2021-07-29 01:49:00 UTC,2,1
2021-07-29 01:51:00 UTC,3,1
2021-07-29 01:54:00 UTC,2,1
2021-07-29 01:56:00 UTC,2,0
2021-07-29 01:59:00 UTC,3,1
2021-07-29 02:01:00 UTC,2,1
2021-07-29 02:02:00 UTC,1.5,2
2021-07-29 02:05:00 UTC,3,1
2021-07-29 02:08:00 UTC,0,0
2021-07-29 02:09:00 UTC,0,0
2021-07-29 02:12:00 UTC,0,0
2021-07-29 02:19:00 UTC,3,0
2021-07-29 03:00:00 UTC,1,3
2021-07-29 03:06:00 UTC,1,3
2021-07-29 03:09:00 UTC,1,2
2021-07-29 03:10:00 UTC,2,2
2021-07-29 03:12:00 UTC,2,1
2021-07-29 03:50:00 UTC,0,2
2021-07-29 04:28:00 UTC,0,2
2021-07-29 06:37:00 UTC,3,0
2021-07-29 06:38:00 UTC,4,1
2021-07-29 06:59:00 UTC,17,0
2021-07-29 07:00:00 UTC,54,0
2021-07-29 07:08:00 UTC,61,2
2021-07-29 07:15:00 UTC,76,1
2021-07-29 07:17:00 UTC,78,1
2021-07-29 07:22:00 UTC,80,2
2021-07-29 07:26:00 UTC,85,3
2021-07-29 07:28:00 UTC,85,4
2021-07-29 07:29:00 UTC,84.333333333333329,2.333333333333333
2021-07-29 07:30:00 UTC,25,1
2021-07-29 07:34:00 UTC,30,2
2021-07-29 07:35:00 UTC,69.666666666666671,3.3333333333333335
2021-07-29 07:38:00 UTC,90.5,5.5
2021-07-29 07:39:00 UTC,35.333333333333336,4.333333333333333
2021-07-29 07:40:00 UTC,88,2
2021-07-29 07:41:00 UTC,40,5
2021-07-29 07:42:00 UTC,59,3.5
2021-07-29 07:43:00 UTC,56.5,2.25
2021-07-29 07:44:00 UTC,58,4
2021-07-29 07:46:00 UTC,40,5
2021-07-29 07:47:00 UTC,84,0
2021-07-29 07:50:00 UTC,33.25,2.5
2021-07-29 07:51:00 UTC,80,1
2021-07-29 07:53:00 UTC,87,3
2021-07-29 07:55:00 UTC,25,3.5
2021-07-29 07:56:00 UTC,61,7
2021-07-29 07:58:00 UTC,28,2
2021-07-29 07:59:00 UTC,52,2
2021-07-29 08:00:00 UTC,44,1.5
2021-07-29 08:01:00 UTC,58,3
2021-07-29 08:02:00 UTC,33,2
2021-07-29 08:04:00 UTC,73,4
2021-07-29 08:05:00 UTC,117,7
2021-07-29 08:08:00 UTC,92.5,5.5
2021-07-29 08:09:00 UTC,111.5,5
2021-07-29 08:10:00 UTC,72.666666666666671,6.6666666666666661
2021-07-29 08:11:00 UTC,100,7
2021-07-29 08:12:00 UTC,86.75,5.75
2021-07-29 08:14:00 UTC,49,4
2021-07-29 08:16:00 UTC,121.5,3.5
2021-07-29 08:17:00 UTC,122,5
2021-07-29 08:19:00 UTC,142,4
2021-07-29 08:20:00 UTC,148,5
2021-07-29 08:21:00 UTC,95,4.5
2021-07-29 08:22:00 UTC,59,3
2021-07-29 08:23:00 UTC,150,4
2021-07-29 08:25:00 UTC,69,4
2021-07-29 08:26:00 UTC,151,7
2021-07-29 08:27:00 UTC,65,2
2021-07-29 08:28:00 UTC,148.33333333333334,3.6666666666666665
2021-07-29 08:29:00 UTC,123.6,5.8
2021-07-29 08:30:00 UTC,149,8
2021-07-29 08:31:00 UTC,88.333333333333329,2.666666666666667
2021-07-29 08:32:00 UTC,146,7
2021-07-29 08:33:00 UTC,146.33333333333334,6
2021-07-29 08:34:00 UTC,61,1
2021-07-29 08:35:00 UTC,118.66666666666667,6
2021-07-29 08:36:00 UTC,146,5
2021-07-29 08:37:00 UTC,96,4
2021-07-29 08:38:00 UTC,52,5
2021-07-29 08:39:00 UTC,151,9
2021-07-29 08:40:00 UTC,51,4
2021-07-29 08:41:00 UTC,119,3
2021-07-29 08:42:00 UTC,153.5,13.25
2021-07-29 08:43:00 UTC,151,4.5
2021-07-29 08:44:00 UTC,151.5,4.5
2021-07-29 08:45:00 UTC,153,4
2021-07-29 08:46:00 UTC,109,6
2021-07-29 08:47:00 UTC,104.5,5.25
2021-07-29 08:48:00 UTC,52,4
2021-07-29 08:49:00 UTC,62,5
2021-07-29 08:50:00 UTC,170,6
2021-07-29 08:51:00 UTC,170,9.3333333333333339
2021-07-29 08:52:00 UTC,165.5,10.5
2021-07-29 08:53:00 UTC,171.5,7.5
2021-07-29 08:54:00 UTC,134,6.333333333333333
2021-07-29 08:55:00 UTC,160.4,5
2021-07-29 08:56:00 UTC,179,8
2021-07-29 08:57:00 UTC,131.5,12.5
2021-07-29 08:58:00 UTC,183,13
2021-07-29 08:59:00 UTC,191,8
2021-07-29 09:00:00 UTC,81.5,8.5
2021-07-29 09:01:00 UTC,194,8
2021-07-29 09:02:00 UTC,138,7
2021-07-29 09:03:00 UTC,81,8.5
2021-07-29 09:04:00 UTC,150.33333333333334,6.666666666666667
2021-07-29 09:05:00 UTC,198.33333333333334,4.333333333333333
2021-07-29 09:06:00 UTC,141.5,8.5
2021-07-29 09:07:00 UTC,175,7
2021-07-29 09:08:00 UTC,162,6.5
2021-07-29 09:09:00 UTC,123,5
2021-07-29 09:10:00 UTC,201,8
2021-07-29 09:12:00 UTC,211,15
2021-07-29 09:14:00 UTC,79,10
2021-07-29 09:16:00 UTC,203,5
2021-07-29 09:17:00 UTC,162,6.75
2021-07-29 09:18:00 UTC,170.5,6
2021-07-29 09:20:00 UTC,195,6
2021-07-29 09:21:00 UTC,91,5
2021-07-29 09:22:00 UTC,168.75,7.25
2021-07-29 09:23:00 UTC,227,6.8
2021-07-29 09:24:00 UTC,186.5,7.75
2021-07-29 09:25:00 UTC,174.66666666666669,7.666666666666667
2021-07-29 09:26:00 UTC,234,9
2021-07-29 09:27:00 UTC,234.75,7.25
2021-07-29 09:28:00 UTC,169.6,12.6
2021-07-29 09:29:00 UTC,153.5,14.5
2021-07-29 09:30:00 UTC,243.66666666666666,15.333333333333334
2021-07-29 09:31:00 UTC,233,11
2021-07-29 09:32:00 UTC,210.8,11.2
2021-07-29 09:33:00 UTC,133.33333333333334,6
2021-07-29 09:34:00 UTC,207,5.25
2021-07-29 09:35:00 UTC,237,4.666666666666667
2021-07-29 09:36:00 UTC,216.25,5.75
2021-07-29 09:37:00 UTC,191.5,8.875
2021-07-29 09:39:00 UTC,229,9.3333333333333339
2021-07-29 09:40:00 UTC,241.66666666666666,7.333333333333333
2021-07-29 09:41:00 UTC,190.66666666666666,15.333333333333334
2021-07-29 09:42:00 UTC,154.33333333333337,11.916666666666666
2021-07-29 09:43:00 UTC,161,12.5
2021-07-29 09:44:00 UTC,140.42857142857142,13.857142857142856
2021-07-29 09:45:00 UTC,138,10
2021-07-29 09:46:00 UTC,153,9
2021-07-29 09:47:00 UTC,139.66666666666666,9.3333333333333339
2021-07-29 09:48:00 UTC,186.5,15.5
2021-07-29 09:49:00 UTC,203.6,18.400000000000002
2021-07-29 09:50:00 UTC,93.5,18.5
2021-07-29 09:51:00 UTC,136.16666666666669,11.916666666666666
2021-07-29 09:52:00 UTC,189.4,10.4
2021-07-29 09:53:00 UTC,222.14285714285714,13.714285714285714
2021-07-29 09:54:00 UTC,190.75,16.625
2021-07-29 09:55:00 UTC,183.125,15.625
2021-07-29 09:56:00 UTC,172.5,18
2021-07-29 09:57:00 UTC,236,13.428571428571429
2021-07-29 09:58:00 UTC,194.75,20
2021-07-29 09:59:00 UTC,215,15
2021-07-29 10:01:00 UTC,178.2,12.4
2021-07-29 10:02:00 UTC,230.33333333333334,9.3333333333333339
2021-07-29 10:03:00 UTC,201,10.333333333333334
2021-07-29 10:04:00 UTC,203,13.8
2021-07-29 10:05:00 UTC,152.5,10.5
2021-07-29 10:06:00 UTC,201.2,11.8
2021-07-29 10:07:00 UTC,211.66666666666669,8.3333333333333339
2021-07-29 10:08:00 UTC,195.5,10
2021-07-29 10:09:00 UTC,195.5,6.5
2021-07-29 10:10:00 UTC,249.33333333333334,10.666666666666666
2021-07-29 10:11:00 UTC,248.14285714285714,8.8571428571428577
2021-07-29 10:12:00 UTC,180.66666666666666,13.5
2021-07-29 10:13:00 UTC,221.4,15.4
2021-07-29 10:14:00 UTC,194,13.5
2021-07-29 10:15:00 UTC,173.5,12.5
2021-07-29 10:16:00 UTC,255,16
2021-07-29 10:17:00 UTC,237.57142857142856,10.571428571428571
2021-07-29 10:18:00 UTC,249.77777777777777,11.555555555555555
2021-07-29 10:19:00 UTC,180.33333333333331,12.333333333333334
2021-07-29 10:20:00 UTC,165.33333333333331,13.833333333333332
2021-07-29 10:21:00 UTC,176.5,15.5
2021-07-29 10:22:00 UTC,174,13.666666666666666
2021-07-29 10:23:00 UTC,155,17
2021-07-29 10:24:00 UTC,224.2,12.4
2021-07-29 10:25:00 UTC,226,11.5
2021-07-29 10:26:00 UTC,115.5,11.5
2021-07-29 10:27:00 UTC,185,12.166666666666668
2021-07-29 10:28:00 UTC,136.66666666666666,13
2021-07-29 10:29:00 UTC,137.44444444444446,15.222222222222221
2021-07-29 10:30:00 UTC,104.5,13
2021-07-29 10:31:00 UTC,162,16.333333333333332
2021-07-29 10:32:00 UTC,242,9
2021-07-29 10:33:00 UTC,151.4,14
2021-07-29 10:34:00 UTC,140.25,11.25
